Id;NumVertices;Vertices;NumEdges;Edges
0;3;0;1;2;3;0;4;1
1;3;0;2;3;3;1;5;2
2;3;0;4;3;3;3;6;2
3;3;0;4;1;3;3;7;0
4;3;1;5;2;3;8;9;4
5;3;2;5;3;3;9;10;5
6;3;3;4;5;3;10;6;11
7;3;4;1;5;3;7;8;11
