Id;NumVertices;Vertices;NumEdges;Edges
0;3;0;1;2;3;0;5;1
1;3;0;2;3;3;1;6;2
2;3;0;3;4;3;2;7;3
3;3;0;4;5;3;3;8;4
4;3;0;5;1;3;4;9;0
5;3;1;6;2;3;10;23;5
6;3;1;10;6;3;24;19;10
7;3;2;6;7;3;23;15;11
8;3;2;7;3;3;11;22;6
9;3;3;7;8;3;22;16;12
10;3;3;8;4;3;12;21;7
11;3;4;8;9;3;21;17;13
12;3;4;9;5;3;13;20;8
13;3;5;9;10;3;20;18;14
14;3;5;10;1;3;14;24;9
15;3;6;11;7;3;25;26;15
16;3;7;11;8;3;26;27;16
17;3;8;11;9;3;27;28;17
18;3;9;11;10;3;28;29;18
19;3;10;11;6;3;29;25;19
